sku_id,week_start,units_sold,forecast_naive
SKU00022,2024-09-09,64,
SKU00022,2024-09-16,31,
SKU00022,2024-09-23,38,
SKU00022,2024-09-30,38,
SKU00022,2024-10-07,44,
SKU00022,2024-10-14,33,
SKU00022,2024-10-21,66,
SKU00022,2024-10-28,72,
SKU00022,2024-11-04,114,
SKU00022,2024-11-11,62,
SKU00022,2024-11-18,57,
SKU00022,2024-11-25,90,
SKU00022,2024-12-02,63,
SKU00022,2024-12-09,82,
SKU00022,2024-12-16,59,
SKU00022,2024-12-23,71,
SKU00022,2024-12-30,60,68.0
SKU00022,2025-01-06,84,42.0
SKU00022,2025-01-13,35,40.0
SKU00022,2025-01-20,39,75.0
SKU00022,2025-01-27,42,48.0
SKU00022,2025-02-03,74,66.0
SKU00022,2025-02-10,22,30.0
SKU00022,2025-02-17,37,69.0
SKU00022,2025-02-24,42,43.0
SKU00022,2025-03-03,64,95.0
SKU00022,2025-03-10,45,50.0
SKU00022,2025-03-17,48,48.0
SKU00022,2025-03-24,67,31.0
SKU00022,2025-03-31,55,38.0
SKU00022,2025-04-07,51,53.0
SKU00022,2025-04-14,26,47.0
SKU00022,2025-04-21,65,35.0
SKU00022,2025-04-28,68,42.0
SKU00022,2025-05-05,37,77.0
SKU00022,2025-05-12,65,32.0
SKU00022,2025-05-19,48,44.0
SKU00022,2025-05-26,78,71.0
SKU00022,2025-06-02,50,69.0
SKU00022,2025-06-09,53,41.0
SKU00022,2025-06-16,71,51.0
SKU00022,2025-06-23,56,58.0
SKU00022,2025-06-30,69,67.0
SKU00022,2025-07-07,48,83.0
SKU00022,2025-07-14,51,77.0
SKU00022,2025-07-21,50,70.0
SKU00022,2025-07-28,68,74.0
SKU00022,2025-08-04,60,52.0
SKU00022,2025-08-11,39,40.0
SKU00022,2025-08-18,80,78.0
SKU00022,2025-08-25,33,51.0
SKU00022,2025-09-01,21,36.0
SKU00022,2025-09-08,46,64.0
SKU00022,2025-09-15,51,31.0
SKU00022,2025-09-22,54,38.0
SKU00022,2025-09-29,46,38.0
SKU00022,2025-10-06,79,44.0
SKU00022,2025-10-13,64,33.0
SKU00022,2025-10-20,47,66.0
SKU00022,2025-10-27,82,72.0
SKU00022,2025-11-03,54,114.0
SKU00022,2025-11-10,91,62.0
SKU00022,2025-11-17,107,57.0
SKU00022,2025-11-24,94,90.0
SKU00022,2025-12-01,104,63.0
SKU00022,2025-12-08,82,82.0
SKU00022,2025-12-15,86,59.0
SKU00022,2025-12-22,50,71.0
SKU00022,2025-12-29,47,60.0
SKU00023,2024-01-01,30,
SKU00023,2024-01-08,47,
SKU00023,2024-01-15,40,
SKU00023,2024-01-22,25,
SKU00023,2024-01-29,96,
SKU00023,2024-02-05,18,
SKU00023,2024-02-12,59,
SKU00023,2024-02-19,56,
SKU00023,2024-02-26,46,
SKU00023,2024-03-04,45,
SKU00023,2024-03-11,48,
SKU00023,2024-03-18,62,
SKU00023,2024-03-25,83,
SKU00023,2024-04-01,47,
SKU00023,2024-04-08,66,
SKU00023,2024-04-15,59,
SKU00023,2024-04-22,84,
SKU00023,2024-04-29,55,
SKU00023,2024-05-06,77,
SKU00023,2024-05-13,28,
SKU00023,2024-05-20,59,
SKU00023,2024-05-27,29,
SKU00023,2024-06-03,29,
SKU00023,2024-06-10,72,
SKU00023,2024-06-17,24,
SKU00023,2024-06-24,35,
SKU00023,2024-07-01,45,
SKU00023,2024-07-08,46,
SKU00023,2024-07-15,53,
SKU00023,2024-07-22,83,
SKU00023,2024-07-29,38,
SKU00023,2024-08-05,73,
SKU00023,2024-08-12,71,
SKU00023,2024-08-19,65,
SKU00023,2024-08-26,56,
SKU00023,2024-09-02,94,
SKU00023,2024-09-09,39,
SKU00023,2024-09-16,49,
SKU00023,2024-09-23,57,
SKU00023,2024-09-30,52,
SKU00023,2024-10-07,56,
SKU00023,2024-10-14,71,
SKU00023,2024-10-21,62,
SKU00023,2024-10-28,56,
SKU00023,2024-11-04,127,
SKU00023,2024-11-11,79,
SKU00023,2024-11-18,81,
SKU00023,2024-11-25,104,
SKU00023,2024-12-02,102,
SKU00023,2024-12-09,85,
SKU00023,2024-12-16,104,
SKU00023,2024-12-23,61,
SKU00023,2024-12-30,27,30.0
SKU00023,2025-01-06,33,47.0
SKU00023,2025-01-13,48,40.0
SKU00023,2025-01-20,39,25.0
SKU00023,2025-01-27,56,96.0
SKU00023,2025-02-03,45,18.0
SKU00023,2025-02-10,28,59.0
SKU00023,2025-02-17,18,56.0
SKU00023,2025-02-24,33,46.0
SKU00023,2025-03-03,41,45.0
SKU00023,2025-03-10,99,48.0
SKU00023,2025-03-17,19,62.0
SKU00023,2025-03-24,64,83.0
SKU00023,2025-03-31,42,47.0
SKU00023,2025-04-07,38,66.0
SKU00023,2025-04-14,18,59.0
SKU00023,2025-04-21,30,84.0
SKU00023,2025-04-28,50,55.0
SKU00023,2025-05-05,42,77.0
SKU00023,2025-05-12,30,28.0
SKU00023,2025-05-19,63,59.0
SKU00023,2025-05-26,49,29.0
SKU00023,2025-06-02,58,29.0
SKU00023,2025-06-09,67,72.0
SKU00023,2025-06-16,89,24.0
SKU00023,2025-06-23,57,35.0
SKU00023,2025-06-30,63,45.0
SKU00023,2025-07-07,66,46.0
SKU00023,2025-07-14,79,53.0
SKU00023,2025-07-21,82,83.0
SKU00023,2025-07-28,18,38.0
SKU00023,2025-08-04,52,73.0
SKU00023,2025-08-11,28,71.0
SKU00023,2025-08-18,49,65.0
SKU00023,2025-08-25,48,56.0
SKU00023,2025-09-01,61,94.0
SKU00023,2025-09-08,47,39.0
SKU00023,2025-09-15,48,49.0
SKU00023,2025-09-22,94,57.0
SKU00023,2025-09-29,43,52.0
SKU00023,2025-10-06,57,56.0
SKU00023,2025-10-13,59,71.0
SKU00023,2025-10-20,69,62.0
SKU00023,2025-10-27,72,56.0
SKU00023,2025-11-03,112,127.0
SKU00023,2025-11-10,98,79.0
SKU00023,2025-11-17,94,81.0
SKU00023,2025-11-24,84,104.0
SKU00023,2025-12-01,88,102.0
SKU00023,2025-12-08,113,85.0
SKU00023,2025-12-15,111,104.0
SKU00023,2025-12-22,85,61.0
SKU00023,2025-12-29,57,27.0
SKU00024,2024-01-01,27,
SKU00024,2024-01-08,62,
SKU00024,2024-01-15,60,
SKU00024,2024-01-22,48,
SKU00024,2024-01-29,50,
SKU00024,2024-02-05,35,
SKU00024,2024-02-12,28,
SKU00024,2024-02-19,86,
SKU00024,2024-02-26,51,
SKU00024,2024-03-04,57,
SKU00024,2024-03-11,60,
SKU00024,2024-03-18,27,
SKU00024,2024-03-25,30,
SKU00024,2024-04-01,48,
SKU00024,2024-04-08,45,
SKU00024,2024-04-15,56,
SKU00024,2024-04-22,34,
SKU00024,2024-04-29,63,
SKU00024,2024-05-06,49,
SKU00024,2024-05-13,89,
SKU00024,2024-05-20,45,
SKU00024,2024-05-27,48,
SKU00024,2024-06-03,58,
SKU00024,2024-06-10,69,
SKU00024,2024-06-17,52,
SKU00024,2024-06-24,51,
SKU00024,2024-07-01,52,
SKU00024,2024-07-08,42,
SKU00024,2024-07-15,29,
SKU00024,2024-07-22,77,
SKU00024,2024-07-29,82,
SKU00024,2024-08-05,51,
SKU00024,2024-08-12,60,
SKU00024,2024-08-19,64,
SKU00024,2024-08-26,48,
SKU00024,2024-09-02,25,
SKU00024,2024-09-09,67,
SKU00024,2024-09-16,71,
SKU00024,2024-09-23,52,
SKU00024,2024-09-30,71,
SKU00024,2024-10-07,81,
SKU00024,2024-10-14,66,
SKU00024,2024-10-21,56,
SKU00024,2024-10-28,71,
SKU00024,2024-11-04,83,
SKU00024,2024-11-11,52,
SKU00024,2024-11-18,77,
SKU00024,2024-11-25,146,
SKU00024,2024-12-02,49,
SKU00024,2024-12-09,73,
SKU00024,2024-12-16,91,
SKU00024,2024-12-23,57,
SKU00024,2024-12-30,56,27.0
SKU00024,2025-01-06,63,62.0
SKU00024,2025-01-13,51,60.0
SKU00024,2025-01-20,73,48.0
SKU00024,2025-01-27,66,50.0
SKU00024,2025-02-03,59,35.0
SKU00024,2025-02-10,36,28.0
SKU00024,2025-02-17,52,86.0
SKU00024,2025-02-24,59,51.0
SKU00024,2025-03-03,73,57.0
SKU00024,2025-03-10,51,60.0
SKU00024,2025-03-17,72,27.0
SKU00024,2025-03-24,98,30.0
SKU00024,2025-03-31,87,48.0
SKU00024,2025-04-07,58,45.0
SKU00024,2025-04-14,47,56.0
SKU00024,2025-04-21,72,34.0
SKU00024,2025-04-28,71,63.0
SKU00024,2025-05-05,47,49.0
SKU00024,2025-05-12,66,89.0
SKU00024,2025-05-19,42,45.0
SKU00024,2025-05-26,49,48.0
SKU00024,2025-06-02,48,58.0
SKU00024,2025-06-09,64,69.0
SKU00024,2025-06-16,64,52.0
SKU00024,2025-06-23,47,51.0
SKU00024,2025-06-30,83,52.0
SKU00024,2025-07-07,49,42.0
SKU00024,2025-07-14,31,29.0
SKU00024,2025-07-21,25,77.0
SKU00024,2025-07-28,49,82.0
SKU00024,2025-08-04,52,51.0
SKU00024,2025-08-11,35,60.0
SKU00024,2025-08-18,75,64.0
SKU00024,2025-08-25,64,48.0
SKU00024,2025-09-01,55,25.0
SKU00024,2025-09-08,26,67.0
SKU00024,2025-09-15,74,71.0
SKU00024,2025-09-22,29,52.0
SKU00024,2025-09-29,29,71.0
SKU00024,2025-10-06,43,81.0
SKU00024,2025-10-13,46,66.0
SKU00024,2025-10-20,70,56.0
SKU00024,2025-10-27,103,71.0
SKU00024,2025-11-03,90,83.0
SKU00024,2025-11-10,89,52.0
SKU00024,2025-11-17,90,77.0
SKU00024,2025-11-24,126,146.0
SKU00024,2025-12-01,65,49.0
SKU00024,2025-12-08,78,73.0
SKU00024,2025-12-15,90,91.0
SKU00024,2025-12-22,91,57.0
SKU00024,2025-12-29,49,56.0
SKU00025,2024-01-01,53,
SKU00025,2024-01-08,62,
SKU00025,2024-01-15,55,
SKU00025,2024-01-22,42,
SKU00025,2024-01-29,74,
SKU00025,2024-02-05,30,
SKU00025,2024-02-12,41,
SKU00025,2024-02-19,36,
SKU00025,2024-02-26,49,
SKU00025,2024-03-04,56,
SKU00025,2024-03-11,57,
SKU00025,2024-03-18,44,
SKU00025,2024-03-25,58,
SKU00025,2024-04-01,47,
SKU00025,2024-04-08,68,
SKU00025,2024-04-15,57,
SKU00025,2024-04-22,49,
SKU00025,2024-04-29,56,
SKU00025,2024-05-06,43,
SKU00025,2024-05-13,74,
SKU00025,2024-05-20,49,
SKU00025,2024-05-27,39,
SKU00025,2024-06-03,50,
SKU00025,2024-06-10,36,
SKU00025,2024-06-17,48,
SKU00025,2024-06-24,61,
SKU00025,2024-07-01,40,
SKU00025,2024-07-08,42,
SKU00025,2024-07-15,90,
SKU00025,2024-07-22,46,
SKU00025,2024-07-29,54,
SKU00025,2024-08-05,17,
SKU00025,2024-08-12,57,
SKU00025,2024-08-19,64,
SKU00025,2024-08-26,26,
SKU00025,2024-09-02,45,
SKU00025,2024-09-09,61,
SKU00025,2024-09-16,40,
SKU00025,2024-09-23,71,
SKU00025,2024-09-30,58,
SKU00025,2024-10-07,54,
SKU00025,2024-10-14,64,
SKU00025,2024-10-21,81,
SKU00025,2024-10-28,46,
SKU00025,2024-11-04,80,
SKU00025,2024-11-11,63,
SKU00025,2024-11-18,89,
SKU00025,2024-11-25,59,
SKU00025,2024-12-02,58,
SKU00025,2024-12-09,66,
SKU00025,2024-12-16,97,
SKU00025,2024-12-23,93,
SKU00025,2024-12-30,50,53.0
SKU00025,2025-01-06,60,62.0
SKU00025,2025-01-13,66,55.0
SKU00025,2025-01-20,67,42.0
SKU00025,2025-01-27,28,74.0
SKU00025,2025-02-03,47,30.0
SKU00025,2025-02-10,57,41.0
SKU00025,2025-02-17,55,36.0
SKU00025,2025-02-24,54,49.0
SKU00025,2025-03-03,55,56.0
SKU00025,2025-03-10,53,57.0
SKU00025,2025-03-17,56,44.0
SKU00025,2025-03-24,53,58.0
SKU00025,2025-03-31,80,47.0
SKU00025,2025-04-07,56,68.0
SKU00025,2025-04-14,50,57.0
SKU00025,2025-04-21,36,49.0
SKU00025,2025-04-28,70,56.0
SKU00025,2025-05-05,41,43.0
SKU00025,2025-05-12,43,74.0
SKU00025,2025-05-19,50,49.0
SKU00025,2025-05-26,36,39.0
SKU00025,2025-06-02,31,50.0
SKU00025,2025-06-09,44,36.0
SKU00025,2025-06-16,44,48.0
SKU00025,2025-06-23,76,61.0
SKU00025,2025-06-30,42,40.0
SKU00025,2025-07-07,39,42.0
SKU00025,2025-07-14,40,90.0
SKU00025,2025-07-21,27,46.0
SKU00025,2025-07-28,53,54.0
SKU00025,2025-08-04,29,17.0
SKU00025,2025-08-11,36,57.0
SKU00025,2025-08-18,64,64.0
SKU00025,2025-08-25,63,26.0
SKU00025,2025-09-01,60,45.0
SKU00025,2025-09-08,31,61.0
SKU00025,2025-09-15,44,40.0
SKU00025,2025-09-22,74,71.0
SKU00025,2025-09-29,53,58.0
SKU00025,2025-10-06,29,54.0
SKU00025,2025-10-13,57,64.0
SKU00025,2025-10-20,60,81.0
SKU00025,2025-10-27,48,46.0
SKU00025,2025-11-03,82,80.0
SKU00025,2025-11-10,80,63.0
SKU00025,2025-11-17,110,89.0
SKU00025,2025-11-24,28,59.0
SKU00025,2025-12-01,104,58.0
SKU00025,2025-12-08,52,66.0
SKU00025,2025-12-15,61,97.0
SKU00025,2025-12-22,75,93.0
SKU00025,2025-12-29,25,50.0
SKU00026,2024-01-01,44,
SKU00026,2024-01-08,33,
SKU00026,2024-01-15,33,
SKU00026,2024-01-22,28,
SKU00026,2024-01-29,43,
SKU00026,2024-02-05,33,
SKU00026,2024-02-12,38,
SKU00026,2024-02-19,33,
SKU00026,2024-02-26,47,
SKU00026,2024-03-04,36,
SKU00026,2024-03-11,52,
SKU00026,2024-03-18,72,
SKU00026,2024-03-25,34,
SKU00026,2024-04-01,69,
SKU00026,2024-04-08,35,
SKU00026,2024-04-15,97,
SKU00026,2024-04-22,42,
SKU00026,2024-04-29,38,
SKU00026,2024-05-06,65,
SKU00026,2024-05-13,46,
SKU00026,2024-05-20,38,
SKU00026,2024-05-27,67,
SKU00026,2024-06-03,86,
SKU00026,2024-06-10,69,
SKU00026,2024-06-17,24,
SKU00026,2024-06-24,75,
SKU00026,2024-07-01,27,
SKU00026,2024-07-08,47,
SKU00026,2024-07-15,85,
SKU00026,2024-07-22,45,
SKU00026,2024-07-29,50,
SKU00026,2024-08-05,64,
SKU00026,2024-08-12,50,
SKU00026,2024-08-19,48,
SKU00026,2024-08-26,34,
SKU00026,2024-09-02,77,
SKU00026,2024-09-09,35,
SKU00026,2024-09-16,80,
SKU00026,2024-09-23,46,
SKU00026,2024-09-30,69,
SKU00026,2024-10-07,72,
SKU00026,2024-10-14,63,
SKU00026,2024-10-21,66,
SKU00026,2024-10-28,48,
SKU00026,2024-11-04,112,
SKU00026,2024-11-11,41,
SKU00026,2024-11-18,97,
SKU00026,2024-11-25,77,
SKU00026,2024-12-02,80,
SKU00026,2024-12-09,112,
SKU00026,2024-12-16,75,
SKU00026,2024-12-23,75,
SKU00026,2024-12-30,81,44.0
SKU00026,2025-01-06,55,33.0
SKU00026,2025-01-13,48,33.0
SKU00026,2025-01-20,64,28.0
SKU00026,2025-01-27,32,43.0
SKU00026,2025-02-03,33,33.0
SKU00026,2025-02-10,60,38.0
SKU00026,2025-02-17,25,33.0
SKU00026,2025-02-24,67,47.0
SKU00026,2025-03-03,31,36.0
SKU00026,2025-03-10,58,52.0
SKU00026,2025-03-17,56,72.0
SKU00026,2025-03-24,63,34.0
SKU00026,2025-03-31,46,69.0
SKU00026,2025-04-07,52,35.0
SKU00026,2025-04-14,49,97.0
SKU00026,2025-04-21,76,42.0
SKU00026,2025-04-28,62,38.0
SKU00026,2025-05-05,43,65.0
SKU00026,2025-05-12,53,46.0
SKU00026,2025-05-19,46,38.0
SKU00026,2025-05-26,35,67.0
SKU00026,2025-06-02,64,86.0
SKU00026,2025-06-09,39,69.0
SKU00026,2025-06-16,79,24.0
SKU00026,2025-06-23,65,75.0
SKU00026,2025-06-30,51,27.0
SKU00026,2025-07-07,43,47.0
SKU00026,2025-07-14,39,85.0
SKU00026,2025-07-21,56,45.0
SKU00026,2025-07-28,54,50.0
SKU00026,2025-08-04,23,64.0
SKU00026,2025-08-11,31,50.0
SKU00026,2025-08-18,62,48.0
SKU00026,2025-08-25,63,34.0
SKU00026,2025-09-01,89,77.0
SKU00026,2025-09-08,33,35.0
SKU00026,2025-09-15,66,80.0
SKU00026,2025-09-22,55,46.0
SKU00026,2025-09-29,36,69.0
SKU00026,2025-10-06,80,72.0
SKU00026,2025-10-13,44,63.0
SKU00026,2025-10-20,66,66.0
SKU00026,2025-10-27,75,48.0
SKU00026,2025-11-03,113,112.0
SKU00026,2025-11-10,84,41.0
SKU00026,2025-11-17,106,97.0
SKU00026,2025-11-24,64,77.0
SKU00026,2025-12-01,111,80.0
SKU00026,2025-12-08,74,112.0
SKU00026,2025-12-15,81,75.0
SKU00026,2025-12-22,149,75.0
SKU00026,2025-12-29,37,81.0
SKU00027,2024-01-01,71,
SKU00027,2024-01-08,28,
SKU00027,2024-01-15,42,
SKU00027,2024-01-22,47,
SKU00027,2024-01-29,46,
SKU00027,2024-02-05,66,
SKU00027,2024-02-12,45,
SKU00027,2024-02-19,59,
SKU00027,2024-02-26,78,
SKU00027,2024-03-04,53,
SKU00027,2024-03-11,57,
SKU00027,2024-03-18,72,
SKU00027,2024-03-25,57,
SKU00027,2024-04-01,57,
SKU00027,2024-04-08,51,
SKU00027,2024-04-15,44,
SKU00027,2024-04-22,36,
SKU00027,2024-04-29,63,
SKU00027,2024-05-06,75,
SKU00027,2024-05-13,58,
SKU00027,2024-05-20,53,
SKU00027,2024-05-27,38,
SKU00027,2024-06-03,55,
SKU00027,2024-06-10,53,
SKU00027,2024-06-17,25,
SKU00027,2024-06-24,53,
SKU00027,2024-07-01,66,
SKU00027,2024-07-08,34,
SKU00027,2024-07-15,66,
SKU00027,2024-07-22,56,
SKU00027,2024-07-29,66,
SKU00027,2024-08-05,39,
SKU00027,2024-08-12,50,
SKU00027,2024-08-19,59,
SKU00027,2024-08-26,69,
SKU00027,2024-09-02,59,
SKU00027,2024-09-09,46,
SKU00027,2024-09-16,36,
SKU00027,2024-09-23,43,
SKU00027,2024-09-30,40,
SKU00027,2024-10-07,45,
SKU00027,2024-10-14,56,
SKU00027,2024-10-21,54,
SKU00027,2024-10-28,47,
SKU00027,2024-11-04,112,
SKU00027,2024-11-11,87,
SKU00027,2024-11-18,74,
SKU00027,2024-11-25,73,
SKU00027,2024-12-02,74,
SKU00027,2024-12-09,83,
SKU00027,2024-12-16,53,
SKU00027,2024-12-23,91,
SKU00027,2024-12-30,67,71.0
SKU00027,2025-01-06,50,28.0
SKU00027,2025-01-13,23,42.0
SKU00027,2025-01-20,61,47.0
SKU00027,2025-01-27,36,46.0
SKU00027,2025-02-03,18,66.0
SKU00027,2025-02-10,63,45.0
SKU00027,2025-02-17,76,59.0
SKU00027,2025-02-24,43,78.0
SKU00027,2025-03-03,56,53.0
SKU00027,2025-03-10,29,57.0
SKU00027,2025-03-17,86,72.0
SKU00027,2025-03-24,56,57.0
SKU00027,2025-03-31,61,57.0
SKU00027,2025-04-07,34,51.0
SKU00027,2025-04-14,54,44.0
SKU00027,2025-04-21,40,36.0
SKU00027,2025-04-28,73,63.0
SKU00027,2025-05-05,57,75.0
SKU00027,2025-05-12,59,58.0
SKU00027,2025-05-19,27,53.0
SKU00027,2025-05-26,64,38.0
SKU00027,2025-06-02,46,55.0
SKU00027,2025-06-09,36,53.0
SKU00027,2025-06-16,55,25.0
SKU00027,2025-06-23,48,53.0
SKU00027,2025-06-30,53,66.0
SKU00027,2025-07-07,55,34.0
SKU00027,2025-07-14,46,66.0
SKU00027,2025-07-21,39,56.0
SKU00027,2025-07-28,59,66.0
SKU00027,2025-08-04,68,39.0
SKU00027,2025-08-11,64,50.0
SKU00027,2025-08-18,55,59.0
SKU00027,2025-08-25,68,69.0
SKU00027,2025-09-01,80,59.0
SKU00027,2025-09-08,20,46.0
SKU00027,2025-09-15,58,36.0
SKU00027,2025-09-22,67,43.0
SKU00027,2025-09-29,49,40.0
SKU00027,2025-10-06,62,45.0
SKU00027,2025-10-13,49,56.0
SKU00027,2025-10-20,70,54.0
SKU00027,2025-10-27,29,47.0
SKU00027,2025-11-03,88,112.0
SKU00027,2025-11-10,92,87.0
SKU00027,2025-11-17,54,74.0
SKU00027,2025-11-24,85,73.0
SKU00027,2025-12-01,70,74.0
SKU00027,2025-12-08,77,83.0
SKU00027,2025-12-15,84,53.0
SKU00027,2025-12-22,57,91.0
SKU00027,2025-12-29,36,67.0
SKU00028,2024-01-01,44,
SKU00028,2024-01-08,60,
SKU00028,2024-01-15,33,
SKU00028,2024-01-22,39,
SKU00028,2024-01-29,59,
SKU00028,2024-02-05,42,
SKU00028,2024-02-12,29,
SKU00028,2024-02-19,39,
SKU00028,2024-02-26,42,
SKU00028,2024-03-04,45,
SKU00028,2024-03-11,52,
SKU00028,2024-03-18,64,
SKU00028,2024-03-25,32,
SKU00028,2024-04-01,57,
SKU00028,2024-04-08,40,
SKU00028,2024-04-15,53,
SKU00028,2024-04-22,53,
SKU00028,2024-04-29,87,
SKU00028,2024-05-06,49,
SKU00028,2024-05-13,61,
SKU00028,2024-05-20,72,
SKU00028,2024-05-27,52,
SKU00028,2024-06-03,54,
SKU00028,2024-06-10,81,
SKU00028,2024-06-17,65,
SKU00028,2024-06-24,58,
SKU00028,2024-07-01,65,
SKU00028,2024-07-08,53,
SKU00028,2024-07-15,41,
SKU00028,2024-07-22,108,
SKU00028,2024-07-29,68,
SKU00028,2024-08-05,62,
SKU00028,2024-08-12,43,
SKU00028,2024-08-19,75,
SKU00028,2024-08-26,60,
SKU00028,2024-09-02,44,
SKU00028,2024-09-09,38,
SKU00028,2024-09-16,66,
SKU00028,2024-09-23,47,
SKU00028,2024-09-30,42,
SKU00028,2024-10-07,62,
SKU00028,2024-10-14,30,
SKU00028,2024-10-21,65,
SKU00028,2024-10-28,44,
SKU00028,2024-11-04,107,
SKU00028,2024-11-11,80,
SKU00028,2024-11-18,73,
SKU00028,2024-11-25,113,
SKU00028,2024-12-02,84,
SKU00028,2024-12-09,84,
SKU00028,2024-12-16,105,
SKU00028,2024-12-23,85,
SKU00028,2024-12-30,57,44.0
SKU00028,2025-01-06,37,60.0
SKU00028,2025-01-13,54,33.0
SKU00028,2025-01-20,29,39.0
SKU00028,2025-01-27,57,59.0
SKU00028,2025-02-03,73,42.0
SKU00028,2025-02-10,30,29.0
SKU00028,2025-02-17,37,39.0
SKU00028,2025-02-24,45,42.0
SKU00028,2025-03-03,72,45.0
SKU00028,2025-03-10,62,52.0
SKU00028,2025-03-17,66,64.0
SKU00028,2025-03-24,31,32.0
SKU00028,2025-03-31,39,57.0
SKU00028,2025-04-07,53,40.0
SKU00028,2025-04-14,64,53.0
SKU00028,2025-04-21,46,53.0
SKU00028,2025-04-28,46,87.0
SKU00028,2025-05-05,42,49.0
SKU00028,2025-05-12,76,61.0
SKU00028,2025-05-19,64,72.0
SKU00028,2025-05-26,51,52.0
SKU00028,2025-06-02,75,54.0
SKU00028,2025-06-09,59,81.0
SKU00028,2025-06-16,33,65.0
SKU00028,2025-06-23,33,58.0
SKU00028,2025-06-30,62,65.0
SKU00028,2025-07-07,37,53.0
SKU00028,2025-07-14,78,41.0
SKU00028,2025-07-21,26,108.0
SKU00028,2025-07-28,35,68.0
SKU00028,2025-08-04,73,62.0
SKU00028,2025-08-11,51,43.0
SKU00028,2025-08-18,50,75.0
SKU00028,2025-08-25,50,60.0
SKU00028,2025-09-01,72,44.0
SKU00028,2025-09-08,68,38.0
SKU00028,2025-09-15,51,66.0
SKU00028,2025-09-22,38,47.0
SKU00028,2025-09-29,47,42.0
SKU00028,2025-10-06,60,62.0
SKU00028,2025-10-13,85,30.0
SKU00028,2025-10-20,41,65.0
SKU00028,2025-10-27,49,44.0
SKU00028,2025-11-03,105,107.0
SKU00028,2025-11-10,104,80.0
SKU00028,2025-11-17,44,73.0
SKU00028,2025-11-24,85,113.0
SKU00028,2025-12-01,112,84.0
SKU00028,2025-12-08,60,84.0
SKU00028,2025-12-15,107,105.0
SKU00028,2025-12-22,77,85.0
SKU00028,2025-12-29,21,57.0
SKU00029,2024-01-01,74,
SKU00029,2024-01-08,40,
SKU00029,2024-01-15,50,
SKU00029,2024-01-22,73,
SKU00029,2024-01-29,49,
SKU00029,2024-02-05,63,
SKU00029,2024-02-12,24,
SKU00029,2024-02-19,52,
SKU00029,2024-02-26,35,
SKU00029,2024-03-04,22,
SKU00029,2024-03-11,45,
SKU00029,2024-03-18,45,
SKU00029,2024-03-25,41,
SKU00029,2024-04-01,39,
SKU00029,2024-04-08,52,
SKU00029,2024-04-15,70,
SKU00029,2024-04-22,65,
SKU00029,2024-04-29,52,
SKU00029,2024-05-06,39,
SKU00029,2024-05-13,30,
SKU00029,2024-05-20,23,
SKU00029,2024-05-27,52,
SKU00029,2024-06-03,55,
SKU00029,2024-06-10,55,
SKU00029,2024-06-17,59,
SKU00029,2024-06-24,57,
SKU00029,2024-07-01,49,
SKU00029,2024-07-08,61,
SKU00029,2024-07-15,34,
SKU00029,2024-07-22,51,
SKU00029,2024-07-29,57,
SKU00029,2024-08-05,81,
SKU00029,2024-08-12,42,
SKU00029,2024-08-19,43,
SKU00029,2024-08-26,35,
SKU00029,2024-09-02,52,
SKU00029,2024-09-09,42,
SKU00029,2024-09-16,48,
SKU00029,2024-09-23,86,
SKU00029,2024-09-30,43,
SKU00029,2024-10-07,57,
SKU00029,2024-10-14,38,
SKU00029,2024-10-21,52,
SKU00029,2024-10-28,91,
SKU00029,2024-11-04,109,
SKU00029,2024-11-11,86,
SKU00029,2024-11-18,62,
SKU00029,2024-11-25,75,
SKU00029,2024-12-02,86,
SKU00029,2024-12-09,108,
SKU00029,2024-12-16,76,
SKU00029,2024-12-23,73,
SKU00029,2024-12-30,40,74.0
SKU00029,2025-01-06,33,40.0
SKU00029,2025-01-13,20,50.0
SKU00029,2025-01-20,75,73.0
SKU00029,2025-01-27,33,49.0
SKU00029,2025-02-03,49,63.0
SKU00029,2025-02-10,51,24.0
SKU00029,2025-02-17,42,52.0
SKU00029,2025-02-24,50,35.0
SKU00029,2025-03-03,60,22.0
SKU00029,2025-03-10,84,45.0
SKU00029,2025-03-17,26,45.0
SKU00029,2025-03-24,53,41.0
SKU00029,2025-03-31,71,39.0
SKU00029,2025-04-07,52,52.0
SKU00029,2025-04-14,79,70.0
SKU00029,2025-04-21,56,65.0
SKU00029,2025-04-28,68,52.0
SKU00029,2025-05-05,67,39.0
SKU00029,2025-05-12,48,30.0
SKU00029,2025-05-19,94,23.0
SKU00029,2025-05-26,57,52.0
SKU00029,2025-06-02,58,55.0
SKU00029,2025-06-09,43,55.0
SKU00029,2025-06-16,60,59.0
SKU00029,2025-06-23,67,57.0
SKU00029,2025-06-30,51,49.0
SKU00029,2025-07-07,47,61.0
SKU00029,2025-07-14,38,34.0
SKU00029,2025-07-21,30,51.0
SKU00029,2025-07-28,57,57.0
SKU00029,2025-08-04,80,81.0
SKU00029,2025-08-11,64,42.0
SKU00029,2025-08-18,71,43.0
SKU00029,2025-08-25,80,35.0
SKU00029,2025-09-01,51,52.0
SKU00029,2025-09-08,58,42.0
SKU00029,2025-09-15,64,48.0
SKU00029,2025-09-22,37,86.0
SKU00029,2025-09-29,44,43.0
SKU00029,2025-10-06,52,57.0
SKU00029,2025-10-13,49,38.0
SKU00029,2025-10-20,52,52.0
SKU00029,2025-10-27,51,91.0
