sku_id,stock_on_hand,reorder_point,safety_stock,n_stores_carrying,last_restock_date,category,subcategory
SKU00540,129,69,33,1,2025-12-28,,
SKU00542,703,470,177,6,2025-12-24,,
SKU00543,212,85,19,1,2025-11-17,,
SKU00544,65,79,17,1,2025-11-04,,
SKU00545,408,299,105,5,2025-12-28,,
SKU00546,7461,1606,528,28,2025-08-30,,
SKU00547,117,75,33,2,2025-12-26,,
SKU00550,8131,1779,593,30,2025-09-01,,
SKU00551,6844,1554,517,28,2025-08-31,,
SKU00553,6073,1343,462,23,2025-08-26,,
SKU00554,2,49,23,1,2025-12-20,,
SKU00555,268,115,42,2,2025-12-21,,
SKU00556,109,92,41,1,2025-11-17,,
SKU00558,141,118,52,2,2025-12-31,,
SKU00559,143,126,54,3,2025-12-11,,
SKU00560,76,96,35,1,2025-11-04,,
SKU00562,94,72,23,1,2025-12-08,,
SKU00563,175,93,43,1,2025-12-14,,
SKU00565,294,103,36,2,2025-12-22,,
SKU00566,121,140,46,2,2025-11-15,,
SKU00567,22,62,17,1,2025-12-26,,
SKU00568,465,212,88,4,2025-11-27,,
SKU00569,14,39,13,1,2025-11-26,,
SKU00570,318,119,47,2,2025-12-25,,
SKU00571,6773,1499,514,25,2025-12-29,,
SKU00572,258,110,24,2,2025-12-11,,
SKU00573,83,39,12,1,2025-11-26,,
SKU00574,6397,1449,484,21,2025-09-01,,
SKU00575,107,64,26,2,2025-11-26,,
SKU00576,11,100,50,1,2025-12-02,,
SKU00577,198,92,27,2,2025-11-19,,
SKU00578,130,94,42,2,2025-12-09,,
SKU00580,291,161,35,2,2025-12-16,,
SKU00581,430,282,99,5,2025-12-30,,
SKU00582,15,27,12,1,2025-12-12,,
SKU00583,128,165,60,3,2025-12-17,,
SKU00584,5819,1365,456,23,2025-11-12,,
SKU00585,8080,1775,657,28,2025-08-26,,
SKU00586,89,144,58,2,2025-12-04,,
SKU00588,76,89,41,1,2025-12-01,,
SKU00589,7364,1594,583,25,2025-12-31,,
SKU00590,198,117,26,2,2025-12-02,,
SKU00591,228,174,56,2,2025-12-15,,
SKU00592,9087,2024,700,29,2025-08-30,,
SKU00593,62,94,27,1,2025-11-11,,
SKU00594,36,98,22,2,2025-12-04,,
SKU00595,357,142,51,2,2025-12-15,,
SKU00596,143,154,71,2,2025-12-23,,
SKU00597,190,230,66,4,2025-12-03,,
SKU00598,6544,1531,480,25,2025-09-02,,
SKU00599,358,161,62,2,2025-11-15,,
SKU00601,26,46,22,1,2025-12-15,,
SKU00602,60,97,45,1,2025-12-02,,
SKU00603,240,120,44,2,2025-12-06,,
SKU00604,147,72,20,1,2025-12-25,,
SKU00605,584,345,118,5,2025-12-31,,
SKU00606,593,444,180,6,2025-12-31,,
SKU00607,73,126,34,3,2025-12-09,,
SKU00608,3196,713,265,16,2025-12-29,,
SKU00609,37,75,27,1,2025-11-28,,
SKU00610,178,93,28,2,2025-11-08,,
SKU00611,255,204,65,3,2025-12-17,,
SKU00612,29,34,8,1,2025-11-21,,
SKU00613,261,183,65,3,2025-12-23,,
SKU00614,257,166,50,2,2025-11-23,,
SKU00615,166,197,74,4,2025-12-27,,
SKU00616,78,53,17,1,2025-11-23,,
SKU00617,107,66,20,1,2025-11-10,,
SKU00618,186,94,20,1,2025-11-05,,
SKU00619,411,177,52,2,2025-12-04,,
SKU00620,366,214,77,3,2025-12-22,,
SKU00621,257,310,111,4,2025-12-17,,
SKU00622,179,140,63,2,2025-12-30,,
SKU00623,27,30,6,1,2025-11-27,,
SKU00624,204,161,59,2,2025-12-30,,
SKU00625,197,217,72,3,2025-12-20,,
SKU00626,54,26,6,1,2025-12-11,,
SKU00628,42,1059,344,20,2025-12-02,,
SKU00629,284,293,106,4,2025-12-14,,
SKU00630,87,45,11,1,2025-11-16,,
SKU00631,7302,1732,608,27,2025-08-28,,
SKU00632,282,186,67,3,2025-12-27,,
SKU00633,705,392,102,5,2025-12-25,,
SKU00634,208,85,26,1,2025-11-18,,
SKU00635,386,255,87,4,2025-12-28,,
SKU00637,132,88,39,1,2025-12-04,,
SKU00638,5795,1223,400,24,2025-08-28,,
SKU00639,83,71,30,2,2025-11-17,,
SKU00641,267,108,31,2,2025-11-25,,
SKU00642,64,40,12,1,2025-12-04,,
SKU00643,268,277,89,4,2025-12-08,,
SKU00644,162,91,44,1,2025-11-24,,
SKU00645,8402,1803,663,29,2025-09-02,,
SKU00646,307,159,58,2,2025-12-27,,
SKU00647,107,66,17,1,2025-12-05,,
SKU00648,211,113,46,2,2025-11-14,,
SKU00649,8091,1842,669,30,2025-09-02,,
SKU00650,4384,990,383,18,2025-08-27,,
SKU00651,69,41,16,1,2025-11-04,,
SKU00652,180,83,29,1,2025-12-15,,
SKU00653,40,25,6,1,2025-11-08,,
SKU00654,7861,1835,627,30,2025-09-01,,
SKU00655,22,54,21,1,2025-11-06,,
SKU00657,0,29,14,1,2025-11-11,,
SKU00660,3,34,11,1,2025-12-17,,
SKU00662,6028,1429,483,22,2025-11-06,,
SKU00664,9,49,19,1,2025-11-06,,
SKU00665,49,39,18,1,2025-12-18,,
SKU00666,17,65,32,1,2025-12-31,,
SKU00667,322,216,69,4,2025-12-25,,
SKU00668,144,104,33,3,2025-12-09,,
SKU00669,347,258,75,4,2025-12-29,,
SKU00670,145,153,57,2,2025-12-30,,
SKU00671,566,309,123,5,2025-12-26,,
SKU00672,129,77,35,1,2025-12-18,,
SKU00673,179,191,67,3,2025-12-30,,
SKU00674,333,160,60,2,2025-12-26,,
SKU00676,69,25,6,1,2025-12-25,,
SKU00677,394,380,120,7,2025-12-27,,
SKU00678,526,194,74,2,2025-12-30,,
SKU00679,4734,1050,346,20,2025-09-01,,
SKU00680,264,270,87,4,2025-12-18,,
SKU00681,139,134,38,3,2025-12-23,,
SKU00682,8021,1791,643,30,2025-08-28,,
SKU00683,78,45,19,1,2025-11-08,,
SKU00684,392,237,85,3,2025-12-18,,
SKU00685,244,204,73,4,2025-12-05,,
SKU00686,683,287,106,3,2025-12-14,,
SKU00687,60,149,58,2,2025-12-25,,
SKU00688,46,25,10,1,2025-11-01,,
SKU00690,115,94,44,1,2025-12-16,,
SKU00691,6861,1612,520,29,2025-11-25,,
SKU00692,0,1261,412,22,2025-10-10,,
SKU00693,188,122,43,2,2025-12-28,,
SKU00694,0,28,10,1,2025-12-12,,
SKU00696,32,24,6,1,2025-11-28,,
SKU00697,260,160,71,3,2025-11-27,,
SKU00698,182,186,46,2,2025-12-29,,
SKU00699,7691,1709,605,30,2025-08-31,,
SKU00700,18,68,23,1,2025-11-14,,
SKU00701,179,63,17,1,2025-11-26,,
SKU00702,324,174,52,3,2025-12-30,,
SKU00703,259,94,45,1,2025-11-06,,
SKU00704,226,256,83,4,2025-12-10,,
SKU00705,86,68,15,1,2025-12-25,,
SKU00706,7183,1629,546,25,2025-11-06,,
SKU00707,63,63,20,2,2025-11-15,,
SKU00708,144,85,34,2,2025-11-15,,
SKU00710,412,243,100,4,2025-11-23,,
SKU00711,213,143,48,2,2025-12-27,,
SKU00712,477,289,90,5,2025-12-14,,
SKU00713,389,271,82,4,2025-12-20,,
SKU00714,42,72,25,2,2025-11-25,,
SKU00715,337,175,62,3,2025-12-22,,
SKU00716,51,40,20,1,2025-11-27,,
SKU00717,490,354,145,4,2025-12-22,,
SKU00719,371,250,112,4,2025-12-26,,
SKU00720,95,41,9,1,2025-11-20,,
SKU00721,6548,1403,491,23,2025-08-31,,
SKU00722,108,66,16,2,2025-12-31,,
SKU00723,124,92,25,1,2025-12-14,,
SKU00724,78,36,8,1,2025-11-10,,
SKU00726,136,166,74,3,2025-12-27,,
SKU00727,209,110,45,3,2025-12-15,,
SKU00728,0,1199,396,22,2025-10-10,,
SKU00729,366,254,85,3,2025-12-29,,
SKU00732,6454,1393,478,27,2025-08-26,,
SKU00733,272,148,42,2,2025-12-16,,
SKU00734,7013,1480,497,25,2025-09-02,,
SKU00735,160,127,51,2,2025-12-27,,
SKU00736,106,146,59,4,2025-12-08,,
SKU00737,4,27,6,1,2025-12-24,,
SKU00738,60,78,30,2,2025-12-20,,
SKU00739,144,94,46,1,2025-11-30,,
SKU00740,4982,1113,364,18,2025-11-27,,
SKU00741,23,20,9,1,2025-12-21,,
SKU00742,551,377,111,8,2025-12-25,,
SKU00743,105,68,16,2,2025-12-30,,
SKU00744,60,52,15,1,2025-11-13,,
SKU00745,99,37,13,1,2025-11-07,,
SKU00746,37,20,7,1,2025-11-09,,
SKU00747,74,61,13,1,2025-11-30,,
SKU00748,54,22,7,1,2025-12-07,,
SKU00749,8237,1803,615,30,2025-09-02,,
SKU00751,484,219,61,4,2025-12-29,,
SKU00752,103,146,47,2,2025-12-27,,
SKU00754,432,200,53,3,2025-12-17,,
SKU00755,138,66,29,1,2025-11-19,,
SKU00756,241,119,50,2,2025-12-20,,
SKU00758,6798,1514,502,25,2025-08-13,,
SKU00759,234,125,50,2,2025-12-03,,
SKU00760,203,118,49,2,2025-11-30,,
SKU00761,300,164,57,3,2025-12-16,,
SKU00762,290,117,26,2,2025-12-14,,
SKU00763,202,125,51,3,2025-12-19,,
SKU00764,112,65,30,1,2025-12-12,,
SKU00765,507,248,87,4,2025-12-11,,
SKU00766,61,66,23,1,2025-12-21,,
SKU00767,4371,1035,360,19,2025-11-26,,
SKU00768,267,161,59,3,2025-11-23,,
SKU00769,89,130,43,2,2025-12-09,,
SKU00770,53,40,19,1,2025-12-15,,
SKU00772,378,327,112,6,2025-12-22,,
SKU00773,208,201,71,4,2025-12-26,,
SKU00774,0,1321,472,21,2025-10-08,,
SKU00775,7225,1593,556,28,2025-08-20,,
SKU00776,284,150,63,3,2025-12-31,,
SKU00777,92,93,31,2,2025-11-16,,
SKU00778,635,283,85,4,2025-12-28,,
SKU00779,50,49,21,1,2025-12-14,,
SKU00780,137,107,31,2,2025-12-16,,
SKU00781,97,40,16,1,2025-12-16,,
SKU00782,249,146,49,2,2025-12-11,,
SKU00783,442,241,79,3,2025-12-12,,
SKU00784,335,251,84,4,2025-12-18,,
SKU00785,321,245,93,5,2025-11-26,,
SKU00786,115,126,42,2,2025-12-07,,
SKU00787,468,374,113,5,2025-12-14,,
SKU00788,4093,1043,359,16,2025-12-01,,
SKU00789,117,75,34,1,2025-12-20,,
SKU00791,277,165,47,2,2025-12-09,,
SKU00792,109,262,76,4,2025-12-24,,
SKU00793,95,97,34,2,2025-12-15,,
SKU00794,95,136,53,2,2025-12-17,,
SKU00795,113,102,37,2,2025-12-27,,
SKU00796,12,180,53,2,2025-11-16,,
SKU00797,85,44,16,1,2025-11-20,,
SKU00798,198,112,36,3,2025-12-25,,
SKU00799,408,172,59,3,2025-12-16,,
SKU00800,311,254,106,4,2025-12-24,,
SKU00801,189,117,47,2,2025-12-07,,
SKU00802,39,33,7,1,2025-12-15,,
SKU00803,195,108,50,2,2025-12-22,,
SKU00804,269,356,124,6,2025-12-17,,
SKU00805,185,124,32,2,2025-12-08,,
SKU00806,462,216,57,4,2025-12-07,,
SKU00807,44,58,18,1,2025-12-03,,
SKU00808,28,47,18,2,2025-12-07,,
SKU00809,118,181,68,2,2025-12-29,,
SKU00810,284,179,70,4,2025-12-25,,
SKU00811,519,229,74,3,2025-12-29,,
SKU00813,254,132,31,3,2025-11-22,,
SKU00815,102,38,14,1,2025-12-09,,
SKU00816,2,99,49,1,2025-12-13,,
SKU00818,324,206,58,3,2025-12-21,,
SKU00819,765,376,136,6,2025-12-27,,
SKU00820,269,94,38,1,2025-12-10,,
SKU00821,6430,1530,551,29,2025-08-31,,
SKU00822,314,129,45,2,2025-12-05,,
SKU00823,0,1320,486,22,2025-10-08,,
SKU00824,165,209,76,3,2025-12-24,,
SKU00825,33,69,18,1,2025-12-14,,
SKU00827,337,192,65,4,2025-12-31,,
SKU00828,285,151,54,4,2025-12-19,,
SKU00829,145,166,51,3,2025-12-11,,
SKU00830,0,1303,455,22,2025-10-10,,
SKU00831,27,66,28,2,2025-11-16,,
SKU00832,0,1074,411,20,2025-10-08,,
SKU00833,125,68,23,1,2025-12-02,,
SKU00834,496,233,76,4,2025-12-19,,
SKU00835,333,316,107,5,2025-12-12,,
SKU00837,8483,2046,722,30,2025-09-01,,
SKU00838,23,49,12,1,2025-12-22,,
SKU00839,9,41,11,1,2025-12-29,,
SKU00840,765,472,172,7,2025-12-30,,
SKU00841,136,105,45,2,2025-12-02,,
SKU00842,190,140,59,2,2025-12-04,,
SKU00843,93,101,47,2,2025-11-24,,
SKU00844,252,155,57,2,2025-12-02,,
SKU00845,128,1158,398,22,2025-12-19,,
SKU00846,209,149,55,2,2025-12-25,,
SKU00848,261,211,71,4,2025-12-06,,
SKU00849,60,146,43,2,2025-12-26,,
SKU00850,241,131,45,3,2025-12-24,,
SKU00851,246,223,63,3,2025-12-28,,
SKU00852,235,147,52,3,2025-12-16,,
SKU00853,306,220,99,4,2025-12-13,,
SKU00854,382,181,62,4,2025-12-18,,
SKU00855,6862,1598,545,27,2025-11-09,,
SKU00856,214,135,58,2,2025-12-22,,
SKU00857,76,134,52,2,2025-12-18,,
SKU00858,7832,1692,568,27,2025-09-01,,
SKU00859,110,52,13,2,2025-11-14,,
SKU00860,5359,1205,392,25,2025-08-27,,
SKU00861,24,125,53,2,2025-12-26,,
SKU00863,78,148,68,2,2025-12-21,,
SKU00864,339,183,72,2,2025-12-30,,
SKU00865,221,97,27,1,2025-12-04,,
SKU00866,487,223,61,3,2025-12-13,,
SKU00867,49,81,30,2,2025-12-05,,
SKU00868,287,97,39,1,2025-12-16,,
SKU00869,367,168,61,3,2025-12-12,,
SKU00870,519,348,142,5,2025-12-29,,
SKU00872,223,223,86,4,2025-12-26,,
SKU00873,428,197,62,3,2025-12-30,,
SKU00874,4280,974,383,18,2025-08-25,,
SKU00875,297,154,34,2,2025-11-23,,
SKU00876,105,41,18,1,2025-12-09,,
SKU00877,14,43,15,1,2025-11-11,,
SKU00878,122,289,117,4,2025-12-16,,
SKU00879,105,100,32,2,2025-11-12,,
SKU00880,138,161,50,3,2025-12-30,,
SKU00881,286,173,54,2,2025-12-30,,
SKU00882,214,122,31,2,2025-12-20,,
SKU00883,230,154,42,3,2025-12-23,,
SKU00884,124,191,67,4,2025-11-28,,
SKU00885,138,47,16,1,2025-11-26,,
SKU00886,3,31,11,1,2025-11-05,,
SKU00887,184,113,48,2,2025-12-18,,
SKU00888,294,207,66,3,2025-12-13,,
SKU00889,275,100,33,1,2025-11-14,,
SKU00890,7185,1618,563,29,2025-12-14,,
SKU00891,113,89,21,1,2025-12-18,,
SKU00892,141,183,64,4,2025-12-04,,
SKU00893,107,984,378,19,2025-12-23,,
SKU00894,5444,1275,465,21,2025-08-29,,
SKU00895,355,238,77,4,2025-12-28,,
SKU00896,115,64,28,2,2025-12-27,,
SKU00897,180,144,61,2,2025-12-25,,
SKU00898,284,136,44,3,2025-12-18,,
SKU00899,289,103,23,2,2025-11-15,,
SKU00900,524,251,83,3,2025-11-17,,
SKU00901,153,86,34,1,2025-11-14,,
SKU00902,364,198,72,2,2025-12-20,,
SKU00904,207,83,41,1,2025-12-05,,
SKU00905,144,119,27,2,2025-12-15,,
SKU00906,6529,1440,510,27,2025-09-01,,
SKU00908,124,110,40,2,2025-12-16,,
SKU00909,269,175,63,3,2025-11-18,,
SKU00911,242,132,51,2,2025-12-15,,
SKU00912,164,146,50,2,2025-11-20,,
SKU00913,117,83,39,1,2025-11-14,,
SKU00914,177,111,38,2,2025-12-23,,
SKU00915,171,171,47,2,2025-12-10,,
SKU00916,510,292,113,4,2025-12-06,,
SKU00917,172,97,35,1,2025-11-05,,
SKU00918,150,88,19,2,2025-11-24,,
SKU00919,693,273,100,4,2025-12-05,,
SKU00920,0,1260,464,21,2025-10-12,,
SKU00921,86,81,26,1,2025-11-07,,
SKU00922,7,93,26,2,2025-11-26,,
SKU00923,107,142,58,2,2025-12-26,,
SKU00924,23,90,23,1,2025-12-05,,
SKU00925,229,142,65,2,2025-11-19,,
SKU00926,275,262,101,5,2025-12-24,,
SKU00927,457,241,83,4,2025-12-26,,
SKU00928,229,152,58,3,2025-12-30,,
SKU00929,171,1480,532,24,2025-12-19,,
SKU00930,183,185,68,3,2025-12-17,,
SKU00931,417,176,43,3,2025-12-21,,
SKU00932,8091,1922,656,30,2025-08-30,,
SKU00933,115,66,27,1,2025-11-07,,
SKU00934,192,110,37,2,2025-12-15,,
SKU00935,7070,1609,586,29,2025-08-30,,
SKU00936,5503,1225,422,18,2025-08-31,,
SKU00937,265,213,75,3,2025-12-19,,
SKU00938,80,64,27,2,2025-12-11,,
SKU00939,370,194,78,3,2025-12-24,,
SKU00940,640,328,117,4,2025-12-12,,
SKU00942,0,1293,448,20,2025-10-10,,
SKU00944,122,183,82,3,2025-12-30,,
SKU00945,430,230,87,4,2025-12-21,,
SKU00946,144,99,39,2,2025-12-27,,
SKU00948,100,49,23,2,2025-11-13,,
SKU00949,230,209,80,4,2025-12-12,,
SKU00950,221,92,35,1,2025-11-25,,
SKU00951,191,154,45,2,2025-11-18,,
SKU00953,0,1107,375,22,2025-10-11,,
SKU00954,7648,1873,634,29,2025-08-29,,
SKU00955,246,159,71,3,2025-12-19,,
SKU00956,13,119,47,2,2025-12-25,,
SKU00957,211,87,31,1,2025-11-14,,
SKU00958,3732,809,279,15,2025-08-29,,
SKU00959,51,42,13,1,2025-11-07,,
SKU00960,347,164,55,2,2025-12-15,,
SKU00961,321,143,41,2,2025-12-22,,
SKU00962,141,81,30,1,2025-11-06,,
SKU00963,195,79,23,1,2025-11-07,,
SKU00964,86,108,31,2,2025-12-13,,
SKU00965,7641,1718,592,29,2025-08-30,,
SKU00966,162,91,31,1,2025-12-08,,
SKU00967,119,51,11,1,2025-11-22,,
SKU00968,176,203,68,3,2025-12-15,,
SKU00970,267,169,64,3,2025-12-19,,
SKU00971,193,212,83,3,2025-12-10,,
SKU00972,5611,1188,392,20,2025-08-21,,
SKU00973,466,274,82,4,2025-12-14,,
SKU00974,0,823,278,16,2025-10-12,,
SKU00975,413,196,58,2,2025-12-30,,
SKU00976,234,1327,472,23,2025-12-30,,
SKU00977,208,110,35,2,2025-12-05,,
SKU00978,8163,1682,619,29,2025-09-02,,
SKU00979,26,59,15,1,2025-11-18,,
SKU00980,62,151,62,2,2025-12-16,,
SKU00981,237,171,41,2,2025-11-25,,
SKU00982,161,135,37,2,2025-11-25,,
SKU00983,253,101,45,2,2025-12-27,,
SKU00984,150,181,50,3,2025-12-24,,
SKU00986,7521,1700,578,28,2025-08-28,,
SKU00987,9126,1998,713,30,2025-08-30,,
SKU00988,61,30,13,1,2025-12-13,,
SKU00989,246,116,33,2,2025-12-21,,
SKU00990,490,333,142,5,2025-12-27,,
SKU00991,6857,1587,582,26,2025-09-02,,
SKU00992,179,124,46,2,2025-12-14,,
SKU00993,64,29,6,1,2025-12-21,,
SKU00994,0,1267,413,20,2025-10-11,,
SKU00996,158,1749,631,27,2025-12-03,,
SKU00997,339,213,72,4,2025-12-07,,
SKU00998,109,94,43,1,2025-11-05,,
SKU01001,281,150,54,3,2025-12-19,,
SKU01002,144,98,22,2,2025-11-23,,
SKU01003,180,156,53,3,2025-11-12,,
SKU01004,248,172,71,2,2025-12-20,,
SKU01005,222,199,67,4,2025-12-13,,
SKU01006,337,131,38,2,2025-12-04,,
SKU01007,305,294,114,4,2025-12-23,,
SKU01008,118,72,16,1,2025-11-19,,
SKU01009,0,1256,419,20,2025-10-08,,
SKU01010,67,201,49,4,2025-12-30,,
SKU01011,24,75,29,2,2025-11-26,,
SKU01012,404,252,94,4,2025-12-15,,
SKU01015,291,234,88,4,2025-12-03,,
SKU01017,4908,1092,388,18,2025-08-15,,
SKU01018,221,113,51,2,2025-12-23,,
SKU01019,125,84,18,1,2025-12-22,,
SKU01020,76,229,75,3,2025-12-08,,
SKU01021,0,1778,592,24,2025-10-12,,
SKU01022,228,210,73,4,2025-12-26,,
SKU01023,5138,1367,461,23,2025-11-26,,
SKU01024,64,27,10,1,2025-11-23,,
SKU01025,472,293,86,5,2025-12-16,,
SKU01027,124,58,26,1,2025-11-15,,
SKU01028,123,172,53,2,2025-12-21,,
SKU01029,297,200,71,4,2025-12-20,,
SKU01030,0,1257,476,22,2025-10-11,,
SKU01031,7383,1821,637,30,2025-11-17,,
SKU01032,5816,1392,486,26,2025-12-21,,
SKU01033,253,188,61,2,2025-12-21,,
SKU01034,5335,1058,412,18,2025-08-25,,
SKU01036,118,100,38,1,2025-12-30,,
SKU01037,0,1308,444,21,2025-10-09,,
SKU01038,7546,1644,558,30,2025-08-31,,
SKU01039,40,49,23,1,2025-11-11,,
SKU01041,44,134,51,2,2025-11-17,,
SKU01042,7768,1711,612,30,2025-08-27,,
SKU01043,150,123,48,2,2025-12-25,,
SKU01044,284,198,66,5,2025-12-29,,
SKU01045,0,1256,428,20,2025-10-10,,
SKU01046,7262,1695,554,29,2025-08-31,,
SKU01047,159,141,37,3,2025-12-16,,
SKU01048,70,1251,470,20,2025-11-13,,
SKU01049,122,53,18,2,2025-12-03,,
SKU01050,64,57,19,1,2025-11-06,,
SKU01052,5998,1348,504,24,2025-08-31,,
SKU01053,303,219,65,4,2025-12-21,,
SKU01054,271,119,46,2,2025-11-11,,
SKU01055,21,52,16,1,2025-12-25,,
SKU01056,279,141,49,2,2025-12-25,,
SKU01057,85,51,15,2,2025-11-16,,
SKU01058,91,48,20,1,2025-11-27,,
SKU01059,162,99,37,2,2025-11-29,,
SKU01061,278,126,46,2,2025-12-17,,
SKU01063,7715,1758,592,28,2025-09-01,,
SKU01064,371,166,67,3,2025-12-14,,
SKU01065,81,61,14,2,2025-12-23,,
SKU01066,311,244,87,4,2025-12-13,,
SKU01067,499,286,100,4,2025-12-12,,
SKU01068,8004,1741,622,30,2025-08-28,,
SKU01069,30,30,9,1,2025-12-27,,
SKU01070,7217,1643,561,26,2025-12-26,,
SKU01071,405,217,61,4,2025-12-22,,
SKU01072,241,214,89,3,2025-12-25,,
SKU01073,269,120,33,2,2025-12-24,,
SKU01074,106,49,24,1,2025-11-22,,
SKU01075,6602,1413,499,25,2025-09-02,,
SKU01076,370,220,75,4,2025-12-30,,
SKU01077,11,65,24,1,2025-11-12,,
SKU01078,229,194,75,3,2025-11-17,,
SKU01081,696,376,113,5,2025-12-25,,
SKU01082,363,223,87,5,2025-12-22,,
SKU01083,13,34,9,1,2025-11-13,,
SKU01085,360,213,78,3,2025-12-20,,
SKU01086,421,337,110,4,2025-12-21,,
SKU01087,62,140,53,2,2025-11-08,,
SKU01088,185,126,37,2,2025-12-19,,
SKU01090,16,21,7,1,2025-12-17,,
SKU01091,62,79,35,1,2025-12-03,,
SKU01092,459,286,87,4,2025-12-25,,
SKU01093,19,71,15,1,2025-11-25,,
SKU01094,103,37,15,1,2025-12-28,,
SKU01095,170,79,36,1,2025-12-30,,
SKU01096,118,95,23,1,2025-12-26,,
SKU01097,91,112,54,2,2025-12-19,,
SKU01099,102,108,44,2,2025-12-31,,
SKU01100,304,183,78,2,2025-12-07,,
SKU01101,90,55,18,2,2025-12-26,,
SKU01102,83,73,30,2,2025-12-01,,
SKU01103,34,34,8,1,2025-11-04,,
SKU01104,7823,1755,648,30,2025-12-15,,
SKU01106,71,87,27,1,2025-12-21,,
SKU01107,318,187,71,2,2025-12-11,,
SKU01108,253,133,43,2,2025-12-31,,
SKU01109,395,232,78,3,2025-11-28,,
SKU01110,79,97,36,2,2025-12-09,,
SKU01112,7745,1798,648,30,2025-09-02,,
SKU01113,153,95,35,2,2025-12-04,,
SKU01114,124,111,43,2,2025-12-16,,
SKU01115,3,25,11,1,2025-12-07,,
SKU01116,71,49,15,1,2025-11-10,,
SKU01117,557,288,91,4,2025-12-06,,
SKU01118,70,165,64,2,2025-12-11,,
SKU01119,126,174,61,3,2025-12-26,,
SKU01120,220,147,59,3,2025-12-24,,
SKU01121,225,236,86,4,2025-12-27,,
SKU01122,20,97,27,1,2025-11-10,,
SKU01123,283,220,65,4,2025-12-14,,
SKU01124,614,344,139,5,2025-12-25,,
SKU01125,173,158,46,2,2025-12-25,,
SKU01127,197,244,109,4,2025-12-30,,
SKU01128,276,200,66,4,2025-12-27,,
SKU01129,52,89,37,1,2025-11-22,,
SKU01130,248,136,32,2,2025-12-08,,
SKU01131,124,86,30,1,2025-12-25,,
SKU01132,445,273,114,4,2025-12-30,,
SKU01133,7078,1686,614,29,2025-08-26,,
SKU01134,57,59,20,1,2025-11-25,,
SKU01135,176,82,28,1,2025-12-09,,
SKU01136,498,237,77,4,2025-12-28,,
SKU01137,401,171,73,2,2025-12-20,,
SKU01138,0,1541,558,23,2025-10-12,,
SKU01140,541,255,97,4,2025-12-26,,
SKU01142,272,150,67,3,2025-12-04,,
SKU01143,3,93,22,1,2025-11-20,,
SKU01144,425,287,95,4,2025-12-28,,
SKU01145,449,156,50,2,2025-12-29,,
SKU01146,422,314,106,5,2025-12-07,,
SKU01147,108,198,63,3,2025-12-22,,
SKU01148,64,29,11,1,2025-12-25,,
SKU01149,32,26,10,1,2025-12-23,,
SKU01150,54,81,31,3,2025-11-25,,
SKU01151,256,136,48,3,2025-12-26,,
SKU01152,0,1646,568,25,2025-10-12,,
SKU01153,0,1412,483,23,2025-09-18,,
SKU01154,163,62,24,2,2025-12-30,,
SKU01155,382,257,75,4,2025-12-25,,
SKU01156,190,162,50,2,2025-11-16,,
SKU01157,454,199,59,3,2025-12-09,,
SKU01158,5024,1047,343,19,2025-08-30,,
SKU01159,64,70,15,1,2025-11-22,,
SKU01160,467,179,80,3,2025-12-20,,
SKU01161,120,70,26,1,2025-11-14,,
SKU01162,186,98,37,2,2025-12-24,,
SKU01163,160,166,58,4,2025-11-29,,
SKU01164,323,1090,362,17,2025-12-28,,
SKU01165,203,158,71,3,2025-12-12,,
SKU01167,4604,1195,447,24,2025-11-21,,
SKU01168,51,79,29,2,2025-12-21,,
SKU01169,129,179,48,3,2025-12-17,,
SKU01170,0,1338,470,24,2025-10-08,,
SKU01171,8117,1805,635,27,2025-09-01,,
SKU01172,117,51,17,1,2025-12-14,,
SKU01174,9037,1898,613,29,2025-08-20,,
SKU01175,260,148,53,2,2025-11-19,,
SKU01176,468,240,73,3,2025-12-30,,
SKU01177,49,79,22,2,2025-12-18,,
SKU01178,1,20,7,1,2025-12-30,,
SKU01179,7122,1622,605,30,2025-09-02,,
SKU01181,184,70,23,2,2025-12-26,,
SKU01182,85,44,19,1,2025-12-08,,
SKU01183,152,119,48,3,2025-12-31,,
SKU01184,8,56,26,2,2025-12-21,,
SKU01185,101,94,38,2,2025-11-10,,
SKU01186,245,176,59,3,2025-12-30,,
SKU01187,4938,1092,371,18,2025-12-20,,
SKU01188,208,122,35,3,2025-12-19,,
SKU01189,0,972,350,19,2025-10-03,,
SKU01190,58,45,13,2,2025-12-13,,
SKU01191,7071,1585,525,25,2025-08-31,,
SKU01193,115,41,16,1,2025-12-01,,
SKU01194,346,246,102,3,2025-12-19,,
SKU01195,521,371,124,4,2025-12-10,,
SKU01196,171,136,49,2,2025-12-30,,
SKU01199,179,223,96,3,2025-12-30,,
SKU01200,4575,1044,378,18,2025-12-07,,
SKU01201,156,132,48,2,2025-12-23,,
SKU01202,100,78,36,1,2025-11-19,,
SKU01203,264,251,84,4,2025-11-09,,
SKU01204,42,26,10,1,2025-11-13,,
SKU01205,317,175,54,3,2025-12-08,,
SKU01206,287,163,46,2,2025-11-12,,
SKU01207,213,141,68,2,2025-12-13,,
SKU01208,241,146,54,3,2025-12-17,,
SKU01209,59,33,12,1,2025-11-11,,
SKU01210,377,247,84,3,2025-12-16,,
SKU01211,206,152,46,3,2025-12-27,,
SKU01213,198,144,37,2,2025-11-26,,
SKU01215,377,138,33,2,2025-12-29,,
